Time,,nome,numero,posicao,nacionalidade,foto,apiId,timeId
Juventude,,Caíque Gonçalves ,95,Volante,Brasil,https://img.a.transfermarkt.technology/portrait/medium/555310-1663785343.jpg?lm=1,,1
Juventude,,Daniel Giraldo,8,Volante,Colômbia,https://img.a.transfermarkt.technology/portrait/medium/185246-1693692480.JPG?lm=1,,1
Juventude,,Kelvi Gomes,15,Volante,Brasil,https://img.a.transfermarkt.technology/portrait/medium/740491-1698670088.jpg?lm=1,,1
Juventude,,Davi Góes,88,Volante,Brasil,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,,1
Juventude,,Daniel Peixoto ,-,Volante,Brasil,https://img.a.transfermarkt.technology/portrait/medium/675047-1725225793.jpg?lm=1,,1
Juventude,,Mandaca,44,Meia Central,Brasil,https://img.a.transfermarkt.technology/portrait/medium/892091-1660704111.jpg?lm=1,,1
Juventude,,Jádson,16,Meia Central,Brasil,https://img.a.transfermarkt.technology/portrait/medium/205179-1661909061.jpg?lm=1,,1
Juventude,,Jean Carlos,20,Meia Ofensivo,Brasil,https://img.a.transfermarkt.technology/portrait/medium/102574-1725225691.jpg?lm=1,,1
Juventude,,Rafinha,-,Meia Ofensivo,Brasil,https://img.a.transfermarkt.technology/portrait/medium/1053934-1674749528.jpg?lm=1,,1
Juventude,,Nenê,10,Meia Ofensivo,Brasil,https://img.a.transfermarkt.technology/portrait/medium/29091-1724955986.jpg?lm=1,,1
Juventude,,Maurício Garcez,7,Ponta Esquerda,Brasil,https://img.a.transfermarkt.technology/portrait/medium/802809-1733329087.jpg?lm=1,,1
Juventude,,Petterson,37,Ponta Esquerda,Brasil,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,,1
Juventude,,Ênio,97,Ponta Esquerda,Brasil,https://img.a.transfermarkt.technology/portrait/medium/740085-1655301848.jpg?lm=1,,1
Juventude,,Emerson Batalla,27,Ponta Direita,Colômbia,https://img.a.transfermarkt.technology/portrait/medium/747148-1630754739.JPG?lm=1,,1
Juventude,,Vitor Pernambuco,98,Ponta Direita,Brasil,https://img.a.transfermarkt.technology/portrait/medium/654384-1685806253.png?lm=1,,1
Juventude,,Emerson Galego,18,Ponta Direita,Brasil,https://img.a.transfermarkt.technology/portrait/medium/1047465-1740225161.jpg?lm=1,,1
Juventude,,Giovanny,11,Centroavante,Brasil,https://img.a.transfermarkt.technology/portrait/medium/379369-1690574756.png?lm=1,,1
Juventude,,Gabriel Taliari,19,Centroavante,Brasil,https://img.a.transfermarkt.technology/portrait/medium/585876-1698667341.jpg?lm=1,,1
Juventude,,Matheus Babi,17,Centroavante,Brasil,https://img.a.transfermarkt.technology/portrait/medium/788861-1721247323.jpg?lm=1,,1
Juventude,,Gilberto,9,Centroavante,Brasil,https://img.a.transfermarkt.technology/portrait/medium/164013-1464164132.jpg?lm=1,,1
